S.n,Day,Source,Item,Quantity,Total Weight
2476,10/20/2023,Anonymous donor,Chunk Chicken Breast,16,0
2477,10/20/2023,Anonymous donor,Deodorant,2,0
2478,10/20/2023,Anonymous donor,Diced Tomatoes,4,0
2479,10/20/2023,Anonymous donor,Fruit / Cereal / Breakfast Bar,39,0
2480,10/20/2023,Anonymous donor,Fruit cup,8,0
2481,10/20/2023,Anonymous donor,Hamburger Helper/Boxed Dinners,3,0
2482,10/20/2023,Anonymous donor,Hand Soap,2,0
2483,10/20/2023,Anonymous donor,Jelly,4,0
2484,10/20/2023,Anonymous donor,"Laundry Detergent, Softener, Scent Booster",26,0
2485,10/20/2023,Anonymous donor,Mac and Cheese,28,0
2486,10/20/2023,Anonymous donor,Mashed Potatoes (boxed),1,0
2487,10/20/2023,Anonymous donor,Paper towels,12,0
2488,10/20/2023,Anonymous donor,Peanut Butter,4,0
2489,10/20/2023,Anonymous donor,Popcorn,24,0
2490,10/20/2023,Anonymous donor,Ramen,114,0
2491,10/20/2023,Anonymous donor,Rice,9,0
2492,10/20/2023,Anonymous donor,Seasonings,10,0
2493,10/20/2023,Anonymous donor,Spaghetti Noodles,8,0
2494,10/20/2023,Anonymous donor,Spaghetti Sauce,8,0
2495,10/20/2023,Anonymous donor,Toilet Paper,30,0
2496,10/20/2023,Anonymous donor,Toothpaste,1,0
2497,10/20/2023,Anonymous donor,Tuna,12,0
2498,10/20/2023,Anonymous donor,Alfredo,6,0
2499,10/20/2023,Anonymous donor,"Laundry Detergent, Softener, Scent Booster",1,0
2500,10/20/2023,Anonymous donor,Mac and Cheese,8,0
2501,10/20/2023,Anonymous donor,Mashed Potatoes (boxed),4,0
2502,10/20/2023,Anonymous donor,Milk,24,0
2503,10/20/2023,Anonymous donor,Oatmeal,48,0
2504,10/20/2023,Anonymous donor,Tuna,6,0
2505,10/20/2023,sorority,Juice,38,0
2506,10/20/2023,sorority,Sparkling Water,120,0
2507,10/20/2023,sorority,Water,35,0
2508,10/23/2023,Anonymous donor,Chicken and rice soup,1,0
2509,10/23/2023,Anonymous donor,Feminine Products (Tampons),2,0
2510,10/23/2023,Anonymous donor,Green Beans,1,0
2511,10/23/2023,Anonymous donor,Spaghetti Rings Pasta,1,0
2512,10/26/2023,Police Amnesty Day,Bar Soap,40,0
2513,10/26/2023,Police Amnesty Day,Bodywash,53,0
2514,10/26/2023,Police Amnesty Day,Chapstick,4,0
2515,10/26/2023,Police Amnesty Day,Cleaning supplies,1,0
2516,10/26/2023,Police Amnesty Day,Conditioner,16,0
2517,10/26/2023,Police Amnesty Day,Dental Floss,1,0
2518,10/26/2023,Police Amnesty Day,Deodorant,57,0
2519,10/26/2023,Police Amnesty Day,Dish Soap,2,0
2520,10/26/2023,Police Amnesty Day,Face cleanser,1,0
2521,10/26/2023,Police Amnesty Day,Feminine Products (Pads),66,0
2522,10/26/2023,Police Amnesty Day,Feminine Products (Tampons),72,0
2523,10/26/2023,Police Amnesty Day,Hand Soap,21,0
2524,10/26/2023,Police Amnesty Day,"Laundry Detergent, Softener, Scent Booster",62,0
2525,10/26/2023,Police Amnesty Day,Loofah,6,0
2526,10/26/2023,Police Amnesty Day,Lotion,3,0
2527,10/26/2023,Police Amnesty Day,Q-tips,2,0
2528,10/26/2023,Police Amnesty Day,Shampoo,31,0
2529,10/26/2023,Police Amnesty Day,Shaving Razor,2,0
2530,10/26/2023,Police Amnesty Day,Toothbrushes,44,0
2531,10/26/2023,Police Amnesty Day,Toothpaste,85,0
2532,11/13/2023,Anonymous donor,Bar Soap,2,0
2533,11/13/2023,Anonymous donor,Bodywash,3,0
2534,11/13/2023,Anonymous donor,Conditioner,1,0
2535,11/13/2023,Anonymous donor,Corn,6,0
2536,11/13/2023,Anonymous donor,Deodorant,2,0
2537,11/13/2023,Anonymous donor,Facial Product,1,0
2538,11/13/2023,Anonymous donor,Green Beans,16,0
2539,11/13/2023,Anonymous donor,"Laundry Detergent, Softener, Scent Booster",5,0
2540,11/13/2023,Anonymous donor,Toothpaste,2,0
2541,11/14/2023,Police Amnesty Day,Face tissue,14,0
2542,11/16/2023,HAFB,Fruit cup,1536,0
2543,11/16/2023,HAFB,Peanut Butter Crackers,168,0
2544,11/16/2023,HAFB,Ramen,912,0
2545,11/16/2023,HAFB,Rice Crisps,108,0
2546,11/16/2023,HAFB,Rice Krispies Treats,5120,0
2547,11/27/2023,Anonymous donor,Bodywash,1,0
2548,11/27/2023,Anonymous donor,Conditioner,1,0
2549,11/27/2023,Anonymous donor,Shampoo,1,0
2550,11/27/2023,Anonymous donor,Bread Crumbs,1,0
2551,11/27/2023,Anonymous donor,Chicken Noodle Soup,3,0
2552,11/27/2023,Anonymous donor,Cream of Chicken,1,0
2553,11/27/2023,Anonymous donor,Cream of Mushroom,1,0
2554,11/27/2023,Anonymous donor,Green Beans,4,0
2555,11/27/2023,Anonymous donor,Parmesan Cheese,2,0
2556,11/27/2023,Anonymous donor,Rice,3,0
2557,11/28/2023,Anonymous donor,Corned Beef,5,0
2558,11/28/2023,Anonymous donor,Milk,6,0
2559,11/28/2023,Anonymous donor,Ramen,12,0
2560,11/28/2023,Anonymous donor,Rice,10,0
2561,12/6/2023,MGM Non-profit,Conditioner,3,0
2562,12/6/2023,MGM Non-profit,Feminine Products (Pads),477,0
2563,12/6/2023,MGM Non-profit,Nail Polish,14,0
2564,12/6/2023,MGM Non-profit,Nasal Spray,3,0
2565,12/6/2023,MGM Non-profit,Shampoo,2,0
2566,12/6/2023,MGM Non-profit,Toilet Paper,96,0
2567,12/8/2023,Anthropology Club,Deodorant,1,0
2568,12/8/2023,Anonymous donor,Fruit / Cereal / Breakfast Bar,46,0
2569,12/8/2023,Anonymous donor,Cookies,4,0
2570,12/8/2023,Anonymous donor,Juice,2,0
2571,12/8/2023,Anonymous donor,Rice Crisps,1,0
2572,12/8/2023,Anonymous donor,Soda,11,0
2573,12/12/2023,Anonymous donor,Mac and Cheese,24,0
2574,12/12/2023,Anonymous donor,Milk,12,0
2575,12/12/2023,Anonymous donor,Rice,12,0
2576,1/4/2024,HAFB,Applesauce (ind),164,0
2577,1/4/2024,HAFB,Fruit cup,183,0
2578,1/4/2024,HAFB,Peanut Butter Crackers,600,0
2579,1/4/2024,HAFB,Spaghetti Rings Pasta,960,0
2580,1/4/2024,University Club,Pasta,456,0
2581,1/5/2024,Local Grocery,Applesauce (ind),843,0
2582,1/6/2024,HAFB,Fruit cup,645,0
2583,1/7/2024,Anonymous donor,Cereal,508,0
2584,1/7/2024,University Club,Pasta,701,0
2585,1/8/2024,Anonymous donor,"Laundry Detergent, Softener, Scent Booster",2,0
2586,1/8/2024,Anonymous donor,Toilet Paper,12,0
2587,1/10/2024,Individual Donor,Scent Booster,158,0
2588,1/10/2024,University Club,Fruit cup,552,0
2589,1/10/2024,Anonymous donor,Rice,429,0
2590,1/12/2024,Individual Donor,Granola Bars,541,0
2591,1/13/2024,University Club,Juice Boxes,596,0
2592,1/14/2024,University Club,Peanut Butter Crackers,432,0
2593,1/15/2024,Local Grocery,Rice,322,0
2594,1/17/2024,Local Grocery,Granola Bars,549,0
2595,1/20/2024,Community Center,Laundry Detergent,856,0
2596,1/20/2024,Local Grocery,Toothpaste,859,0
2597,1/21/2024,Community Center,Laundry Detergent,407,0
2598,1/23/2024,University Club,Canned Vegetables,623,0
2599,1/25/2024,HAFB,Applesauce (ind),3120,0
2600,1/25/2024,HAFB,Peanut Butter,168,0
2601,1/25/2024,HAFB,Peanut Butter Crackers,2784,0
2602,1/25/2024,HAFB,Spaghetti Rings Pasta,1824,0
2603,1/25/2024,Anonymous donor,Softener,794,0
2604,1/26/2024,Adi Gainey,Bodywash,1,0
2605,1/26/2024,Adi Gainey,Conditioner,1,0
2606,1/26/2024,Adi Gainey,Deodorant,1,0
2607,1/26/2024,Adi Gainey,Folders,1,0
2608,1/26/2024,Adi Gainey,Notebooks,1,0
2609,1/26/2024,Adi Gainey,Shampoo,1,0
2610,1/26/2024,Adi Gainey,Toothbrushes,1,0
2611,1/27/2024,Anonymous donor,Laundry Detergent,296,0
2612,1/27/2024,Local Grocery,Cereal,321,0
2613,1/28/2024,Individual Donor,Pasta,29,0
2614,1/29/2024,anonymous,Lotion,4,0
2615,1/29/2024,anonymous,Perfume,2,0
2616,1/31/2024,Anonymous donor,Granola Bars,38,0
2617,1/31/2024,University Club,Softener,730,0
2618,2/1/2024,Individual Donor,Granola Bars,478,0
2619,2/2/2024,anonymous,Folders,15,0
2620,2/2/2024,Local Grocery,Scent Booster,967,0
2621,2/4/2024,Anonymous donor,Rice,964,0
2622,2/4/2024,Anonymous donor,Toilet Paper,311,0
2623,2/5/2024,Local Grocery,Toothpaste,258,0
2624,2/5/2024,Anonymous donor,Toilet Paper,240,0
2625,2/5/2024,Individual Donor,Granola Bars,757,0
2626,2/6/2024,Anonymous donor,Granola Bars,91,0
2627,2/8/2024,Community Center,Peanut Butter Crackers,668,0
2628,2/9/2024,Anonymous donor,Canned Vegetables,883,0
2629,2/10/2024,Individual Donor,Scent Booster,359,0
2630,2/10/2024,HAFB,Pasta,373,0
2631,2/10/2024,HAFB,Peanut Butter Crackers,213,0
2632,2/12/2024,HAFB,Toothpaste,196,0
2633,2/14/2024,Anonymous donor,Toothpaste,107,0
2634,2/14/2024,Local Grocery,Softener,209,0
2635,2/15/2024,anonymous,Notebooks,80,0
2636,2/15/2024,HAFB,Scent Booster,366,0
2637,2/17/2024,University Club,Cereal,318,0
2638,2/17/2024,Anonymous donor,Toothpaste,642,0
2639,2/18/2024,Individual Donor,Spaghetti Rings Pasta,320,0
2640,2/19/2024,Anonymous donor,Granola Bars,426,0
2641,2/19/2024,Individual Donor,Toothpaste,479,0
2642,2/19/2024,Community Center,Toilet Paper,607,0
2643,2/20/2024,Local Grocery,Scent Booster,660,0
2644,2/20/2024,HAFB,Pasta,42,0
2645,2/21/2024,Freshmen Forum,Bar Soap,5,0
2646,2/21/2024,Freshmen Forum,Bodywash,10,0
2647,2/21/2024,Freshmen Forum,Conditioner,9,0
2648,2/21/2024,Freshmen Forum,Dental Floss,8,0
2649,2/21/2024,Freshmen Forum,Deodorant,20,0
2650,2/21/2024,Freshmen Forum,Feminine Products (Pads),11,0
2651,2/21/2024,Freshmen Forum,Feminine Products (Tampons),11,0
2652,2/21/2024,Freshmen Forum,Lotion,3,0
2653,2/21/2024,Freshmen Forum,Makeup remover,1,0
2654,2/21/2024,Freshmen Forum,makeup wipes,1,0
2655,2/21/2024,Freshmen Forum,Mouthwash,3,0
2656,2/21/2024,Freshmen Forum,panty liners,8,0
2657,2/21/2024,Freshmen Forum,Paper towels,2,0
2658,2/21/2024,Freshmen Forum,Shampoo,19,0
2659,2/21/2024,Freshmen Forum,Shaving Cream / Gel,2,0
2660,2/21/2024,Freshmen Forum,Shaving Razor,2,0
2661,2/21/2024,Freshmen Forum,Socks,1,0
2662,2/21/2024,Freshmen Forum,Toilet Paper,39,0
2663,2/21/2024,Freshmen Forum,Toothbrush and Toothpaste Pack,3,0
2664,2/21/2024,Freshmen Forum,Toothpaste,20,0
2665,2/22/2024,HAFB,Peanut Butter,156,0
2666,2/22/2024,HAFB,Pickles,528,0
2667,2/22/2024,HAFB,Pretzels,420,0
2668,2/22/2024,HAFB,Ramen,2981,0
2669,2/22/2024,Police Amnesty Day,Chicken and rice soup,1,0
2670,2/22/2024,Police Amnesty Day,Chili with Beans,2,0
2671,2/22/2024,Police Amnesty Day,Conditioner,1,0
2672,2/22/2024,Police Amnesty Day,Corn,3,0
2673,2/22/2024,Police Amnesty Day,Cream of Potato,1,0
2674,2/22/2024,Police Amnesty Day,Deviled Ham,1,0
2675,2/22/2024,Police Amnesty Day,Garbanzo Beans,1,0
2676,2/22/2024,Police Amnesty Day,Green Beans,5,0
2677,2/22/2024,Police Amnesty Day,Milk,1,0
2678,2/22/2024,Police Amnesty Day,Peas,1,0
2679,2/22/2024,Police Amnesty Day,Ravioli,2,0
2680,2/22/2024,Police Amnesty Day,Shampoo,1,0
2681,2/22/2024,Police Amnesty Day,Spaghetti Rings Pasta,3,0
2682,2/22/2024,Police Amnesty Day,Triple Succotash,1,0
2683,2/22/2024,Police Amnesty Day,Tuna,4,0
2684,2/22/2024,Local Grocery,Scent Booster,445,0
2685,2/22/2024,University Club,Applesauce (ind),94,0
2686,2/22/2024,Community Center,Canned Beans,19,0
2687,2/23/2024,Anonymous donor,Juice Boxes,480,0
2688,2/24/2024,University Club,Rice,838,0
2689,2/25/2024,Community Center,Peanut Butter Crackers,472,0
2690,2/25/2024,University Club,Canned Beans,371,0
2691,2/26/2024,Amnesty Day,Air Freshener,2,0
2692,2/26/2024,Amnesty Day,Antibacterial wipes (skin),1,0
2693,2/26/2024,Amnesty Day,Bar Soap,71,0
2694,2/26/2024,Amnesty Day,Bodywash,31,0
2695,2/26/2024,Amnesty Day,Conditioner,11,0
2696,2/26/2024,Amnesty Day,Deodorant,34,0
2697,2/26/2024,Amnesty Day,Face tissue,2,0
2698,2/26/2024,Amnesty Day,Feminine Products (Pads),28,0
2699,2/26/2024,Amnesty Day,Feminine Products (Tampons),7,0
2700,2/26/2024,Amnesty Day,Hand Soap,15,0
2701,2/26/2024,Amnesty Day,"Laundry Detergent, Softener, Scent Booster",2,0
2702,2/26/2024,Amnesty Day,Lotion,3,0
2703,2/26/2024,Amnesty Day,Makeup remover,3,0
2704,2/26/2024,Amnesty Day,Shampoo,22,0
2705,2/26/2024,Amnesty Day,Shaving Cream / Gel,5,0
2706,2/26/2024,Amnesty Day,Tide Pods,36,0
2707,2/26/2024,Amnesty Day,Toothbrushes,11,0
2708,2/26/2024,Amnesty Day,Toothpaste,37,0
2709,2/28/2024,Individual Donor,Toothpaste,225,0
2710,2/28/2024,Local Grocery,Cereal,34,0
2711,2/29/2024,Local Grocery,Scent Booster,409,0
2712,3/1/2024,Individual Donor,Granola Bars,473,0
2713,3/2/2024,Local Grocery,Cereal,246,0
2714,3/3/2024,Anonymous donor,Rice,211,0
2715,3/4/2024,Anonymous donor,Peanut Butter Crackers,937,0
2716,3/4/2024,Anonymous donor,Pasta,164,0
2717,3/4/2024,University Club,Applesauce (ind),291,0
2718,3/4/2024,HAFB,Toothpaste,615,0
2719,3/6/2024,Anonymous donor,Black Beans,1,0
2720,3/6/2024,Anonymous donor,Boxed Pasta,1,0
2721,3/6/2024,Anonymous donor,Chicken Noodle Soup,2,0
2722,3/6/2024,Anonymous donor,Cookies,11,0
2723,3/6/2024,Anonymous donor,Cream of Celery,1,0
2724,3/6/2024,Anonymous donor,Cream of Mushroom,2,0
2725,3/6/2024,Anonymous donor,Garbanzo Beans,1,0
2726,3/6/2024,Anonymous donor,Mac and Cheese,2,0
2727,3/6/2024,Anonymous donor,Onion Salad Topping,1,0
2728,3/6/2024,Anonymous donor,Peanut Butter,2,0
2729,3/6/2024,Anonymous donor,Peanut Butter Crackers,3,0
2730,3/6/2024,Anonymous donor,Pretzels,1,0
2731,3/6/2024,Anonymous donor,Refried Beans,1,0
2732,3/6/2024,Anonymous donor,Spaghetti Noodles,1,0
2733,3/6/2024,Anonymous donor,Spaghetti Rings Pasta,1,0
2734,3/6/2024,Anonymous donor,Tomato Soup,1,0
2735,3/6/2024,Anonymous donor,Tortilla Soup,1,0
2736,3/6/2024,HAFB,Toilet Paper,216,0
2737,3/8/2024,Community Center,Toothpaste,950,0
2738,3/9/2024,Individual Donor,Scent Booster,553,0
2739,3/9/2024,Anonymous donor,Granola Bars,187,0
2740,3/9/2024,Individual Donor,Canned Vegetables,460,0
2741,3/9/2024,Individual Donor,Applesauce (ind),747,0
2742,3/9/2024,Anonymous donor,Toilet Paper,73,0
2743,3/10/2024,Anonymous donor,Cereal,595,0
2744,3/11/2024,Individual Donor,Rice,962,0
2745,3/13/2024,Anonymous donor,Canned Beans,879,0
2746,3/14/2024,Community Center,Pasta,535,0
2747,3/14/2024,Community Center,Granola Bars,334,0
2748,3/17/2024,University Club,Spaghetti Rings Pasta,527,0
2749,3/17/2024,Anonymous donor,Canned Vegetables,929,0
2750,3/19/2024,anonymous,Trail Mix,5,0
2751,3/19/2024,Anonymous donor,cough drops,12,0
2752,3/20/2024,Community Center,Applesauce (ind),974,0
2753,3/21/2024,anonymous,Applesauce (ind),1,0
2754,3/21/2024,anonymous,Bar Soap,1,0
2755,3/21/2024,anonymous,Bodywash,2,0
2756,3/21/2024,anonymous,Deodorant,1,0
2757,3/21/2024,anonymous,Toothbrushes,1,0
2758,3/21/2024,HAFB,Cereal,1,0
2759,3/21/2024,HAFB,Cereal (ind),8,0
2760,3/21/2024,HAFB,Chips/Crackers,12,0
2761,3/21/2024,HAFB,Cookies,3,0
2762,3/21/2024,HAFB,Fruit / Cereal / Breakfast Bar,8,0
2763,3/21/2024,HAFB,Grits (can/package),156,0
2764,3/21/2024,HAFB,Mac and Cheese,1,0
2765,3/21/2024,HAFB,Pastry,5,0
2766,3/21/2024,HAFB,Peanut Butter,438,0
2767,3/21/2024,HAFB,Popcorn,1,0
2768,3/21/2024,HAFB,Spaghetti Noodles,560,0
2769,3/21/2024,University Club,Toothpaste,252,0
2770,3/21/2024,Anonymous donor,Cereal,63,0
2771,3/21/2024,Local Grocery,Laundry Detergent,706,0
2772,3/21/2024,University Club,Rice,84,0
2773,3/22/2024,HAFB,Canned Beans,737,0
2774,3/24/2024,HAFB,Pasta,29,0
2775,3/24/2024,Community Center,Laundry Detergent,518,0
2776,3/25/2024,Anonymous donor,Toilet Paper,501,0
2777,3/25/2024,Community Center,Scent Booster,152,0
2778,3/26/2024,Anonymous donor,Toilet Paper,716,0
2779,3/27/2024,Community Center,Scent Booster,687,0
2780,3/27/2024,HAFB,Rice,815,0
2781,3/28/2024,Local Grocery,Toothpaste,289,0
2782,3/29/2024,Anonymous donor,Granola Bars,486,0
2783,3/31/2024,University Club,Granola Bars,623,0
2784,4/1/2024,University Club,Granola Bars,755,0
2785,4/1/2024,Local Grocery,Toilet Paper,494,0
2786,4/1/2024,Individual Donor,Juice Boxes,246,0
2787,4/1/2024,University Club,Applesauce (ind),324,0
2788,4/2/2024,University Club,Peanut Butter Crackers,657,0
2789,4/2/2024,Individual Donor,Rice,743,0
2790,4/3/2024,Can Castle Contest,Baked Beans,5,0
2791,4/3/2024,Can Castle Contest,Beef stew,1,0
2792,4/3/2024,Can Castle Contest,Beefaroni,1,0
2793,4/3/2024,Can Castle Contest,Black Beans,11,0
2794,4/3/2024,Can Castle Contest,Black-Eyed Peas,5,0
2795,4/3/2024,Can Castle Contest,Boiled Peanuts,1,0
2796,4/3/2024,Can Castle Contest,Boxed Pasta,3,0
2797,4/3/2024,Can Castle Contest,Broccoli and Cheese,9,0
2798,4/3/2024,Can Castle Contest,Butter Beans,2,0
2799,4/3/2024,Can Castle Contest,Canned Potatoes,2,0
2800,4/3/2024,Can Castle Contest,Cannellini Beans,14,0
2801,4/3/2024,Can Castle Contest,Carrots,4,0
2802,4/3/2024,Can Castle Contest,Cereal,17,0
2803,4/3/2024,Can Castle Contest,Cheese Crackers,20,0
2804,4/3/2024,Can Castle Contest,Chicken and Dumplings,3,0
2805,4/3/2024,Can Castle Contest,Chicken and rice soup,7,0
2806,4/3/2024,Can Castle Contest,Chicken and Sausage,1,0
2807,4/3/2024,Can Castle Contest,Chicken in Chili Sauce,1,0
2808,4/3/2024,Can Castle Contest,Chicken Noodle Soup,12,0
2809,4/3/2024,Can Castle Contest,Chili Beans,24,0
2810,4/3/2024,Can Castle Contest,Chili with no beans,1,0
2811,4/3/2024,Can Castle Contest,Chips/Crackers,19,0
2812,4/3/2024,Can Castle Contest,Chunk Chicken Breast,8,0
2813,4/3/2024,Can Castle Contest,Collard Greens,1,0
2814,4/3/2024,Can Castle Contest,Condensed milk,2,0
2815,4/3/2024,Can Castle Contest,Cookies,2,0
2816,4/3/2024,Can Castle Contest,Corn,99,0
2817,4/3/2024,Can Castle Contest,Cranberry Sauce,1,0
2818,4/3/2024,Can Castle Contest,Cream Corn,11,0
2819,4/3/2024,Can Castle Contest,Cream of Celery,6,0
2820,4/3/2024,Can Castle Contest,Cream of Chicken,5,0
2821,4/3/2024,Can Castle Contest,Cream of Mushroom,15,0
2822,4/3/2024,Can Castle Contest,Dark Red Kidney Beans,1,0
2823,4/3/2024,Can Castle Contest,Diced Tomatoes,22,0
2824,4/3/2024,Can Castle Contest,French onion soup,5,0
2825,4/3/2024,Can Castle Contest,Fruit,3,0
2826,4/3/2024,Can Castle Contest,Fruit / Cereal / Breakfast Bar,86,0
2827,4/3/2024,Can Castle Contest,Fruit cup,8,0
2828,4/3/2024,Can Castle Contest,Green Beans,132,0
2829,4/3/2024,Can Castle Contest,Hamburger Helper/Boxed Dinners,1,0
2830,4/3/2024,Can Castle Contest,Light Red Kidney Beans,1,0
2831,4/3/2024,Can Castle Contest,Lima Beans,2,0
2832,4/3/2024,Can Castle Contest,Little Debbie??,24,0
2833,4/3/2024,Can Castle Contest,Mac and Cheese,37,0
2834,4/3/2024,Can Castle Contest,Milk,1,0
2835,4/3/2024,Can Castle Contest,Mixed Vegetables,10,0
2836,4/3/2024,Can Castle Contest,Northern Beans,14,0
2837,4/3/2024,Can Castle Contest,Oatmeal,41,0
2838,4/3/2024,Can Castle Contest,Peaches,8,0
2839,4/3/2024,Can Castle Contest,Peanut Butter Crackers,20,0
2840,4/3/2024,Can Castle Contest,Pear Halves,3,0
2841,4/3/2024,Can Castle Contest,Peas,5,0
2842,4/3/2024,Can Castle Contest,Pineapple,10,0
2843,4/3/2024,Can Castle Contest,Pinto Beans,7,0
2844,4/3/2024,Can Castle Contest,Pork and Beans,15,0
2845,4/3/2024,Can Castle Contest,Potato Soup,2,0
2846,4/3/2024,Can Castle Contest,Pumpkin,1,0
2847,4/3/2024,Can Castle Contest,Ramen,77,0
2848,4/3/2024,Can Castle Contest,Ravioli,7,0
2849,4/3/2024,Can Castle Contest,Refried Beans,2,0
2850,4/3/2024,Can Castle Contest,Salmon,1,0
2851,4/3/2024,Can Castle Contest,Spaghetti Meatballs,1,0
2852,4/3/2024,Can Castle Contest,Sweet peas,25,0
2853,4/3/2024,Can Castle Contest,Tomato Soup,13,0
2854,4/3/2024,Can Castle Contest,Tuna,2,0
2855,4/3/2024,Can Castle Contest,Vegetable and Beef Soup,3,0
2856,4/3/2024,Can Castle Contest,Vienna Sausages,5,0
2857,4/3/2024,Individual Donor,Rice,99,0
2858,4/4/2024,HAFB,Canned Beans,1,0
2859,4/5/2024,HAFB,Scent Booster,11,0
2860,4/6/2024,Community Center,Canned Vegetables,6,0
2861,4/7/2024,University Club,Juice Boxes,5,0
2862,4/8/2024,Community Center,Canned Beans,15,0
2863,4/8/2024,University Club,Scent Booster,1,0
2864,4/9/2024,Anonymous donor,Canned Beans,22,0
2865,4/11/2024,Local Grocery,Rice,5,0
2866,4/12/2024,Community Center,Softener,3,0
2867,4/12/2024,HAFB,Juice Boxes,86,0
2868,4/13/2024,HAFB,Canned Vegetables,8,0
2869,4/14/2024,Individual Donor,Granola Bars,132,0
2870,4/14/2024,Community Center,Softener,1,0
2871,4/16/2024,Individual Donor,Granola Bars,111,0
2872,4/17/2024,HAFB,Softener,2,0
2873,4/18/2024,Individual Donor,Softener,24,0
2874,4/19/2024,Individual Donor,Softener,37,0
2875,4/20/2024,Local Grocery,Applesauce (ind),11,0
2876,4/22/2024,Anonymous donor,Juice Boxes,123,0
2877,4/23/2024,Community Center,Canned Vegetables,14,0
2878,4/23/2024,Individual Donor,Toothpaste,41,0
2879,4/25/2024,Local Grocery,Cereal,8,0
2880,4/26/2024,Community Center,Fruit cup,20,0
2881,4/27/2024,Community Center,Applesauce (ind),34,0
2882,4/28/2024,HAFB,Peanut Butter Crackers,5,0
2883,4/30/2024,Anonymous donor,Toothpaste,10,0
2884,5/1/2024,Individual Donor,Canned Beans,7,0
2885,5/2/2024,Anonymous donor,Fruit cup,15,0
2886,5/2/2024,Individual Donor,Peanut Butter Crackers,237,0
2887,5/3/2024,Local Grocery,Cereal,70,0
2888,5/3/2024,University Club,Pasta,68,0
2889,5/3/2024,Community Center,Toothpaste,30,0
2890,5/6/2024,Local Grocery,Pasta,9,0
2891,5/6/2024,Local Grocery,Spaghetti Rings Pasta,26,0
2892,5/6/2024,HAFB,Scent Booster,41,0
2893,5/9/2024,Anonymous donor,Pasta,20,0
2894,5/9/2024,HAFB,Toilet Paper,30,0
2895,5/9/2024,Individual Donor,Fruit cup,8,0
2896,5/11/2024,HAFB,Peanut Butter Crackers,3,0
2897,5/12/2024,Community Center,Softener,8,0
2898,5/12/2024,HAFB,Juice Boxes,59,0
2899,5/12/2024,Anonymous donor,Canned Beans,41,0
2900,5/14/2024,Anonymous donor,Softener,14,0
2901,5/15/2024,Local Grocery,Laundry Detergent,57,0
2902,5/16/2024,University Club,Toilet Paper,26,0
2903,5/16/2024,HAFB,Canned Beans,89,0
2904,5/17/2024,University Club,Juice Boxes,115,0
2905,5/18/2024,University Club,Cereal,80,0
2906,5/18/2024,Community Center,Laundry Detergent,17,0
2907,5/19/2024,HAFB,Granola Bars,83,0
2908,5/20/2024,Community Center,Rice,79,0
2909,5/20/2024,Anonymous donor,Applesauce (ind),95,0
2910,5/21/2024,Local Grocery,Spaghetti Rings Pasta,178,0
2911,5/21/2024,Individual Donor,Rice,32,0
2912,5/23/2024,Local Grocery,Rice,200,0
2913,5/23/2024,Local Grocery,Fruit cup,67,0
2914,5/24/2024,HAFB,Toilet Paper,14,0
2915,5/24/2024,Community Center,Granola Bars,68,0
2916,5/25/2024,Local Grocery,Scent Booster,30,0
2917,5/25/2024,Local Grocery,Toilet Paper,9,0
2918,5/25/2024,Individual Donor,Canned Beans,26,0
2919,5/26/2024,HAFB,Pasta,41,0
2920,5/26/2024,Individual Donor,Juice Boxes,20,0
2921,5/26/2024,HAFB,Cereal,30,0
2922,5/27/2024,Anonymous donor,Scent Booster,8,0
2923,5/28/2024,Individual Donor,Applesauce (ind),3,0
2924,5/29/2024,Anonymous donor,Softener,8,0
2925,6/3/2024,HAFB,Canned Vegetables,59,0
2926,6/3/2024,Community Center,Fruit cup,41,0
2927,6/4/2024,Individual Donor,Juice Boxes,28,0
2928,6/4/2024,Local Grocery,Fruit cup,49,0
2929,6/6/2024,Anonymous donor,Applesauce (ind),75,0
2930,6/8/2024,Community Center,Pasta,86,0
2931,6/9/2024,Community Center,Toilet Paper,16,0
2932,6/9/2024,Local Grocery,Softener,25,0
2933,6/10/2024,Individual Donor,Scent Booster,7,0
2934,6/11/2024,Anonymous donor,Peanut Butter Crackers,43,0
2935,6/11/2024,Anonymous donor,Spaghetti Rings Pasta,65,0
2936,6/11/2024,Local Grocery,Canned Vegetables,97,0
2937,6/11/2024,Anonymous donor,Granola Bars,45,0
2938,6/12/2024,HAFB,Pasta,20,0
2939,6/13/2024,University Club,Laundry Detergent,42,0
2940,6/15/2024,Individual Donor,Pasta,42,0
2941,6/17/2024,Individual Donor,Pasta,51,0
2942,6/17/2024,HAFB,Spaghetti Rings Pasta,43,0
2943,6/19/2024,Anonymous donor,Pasta,12,0
2944,6/21/2024,Anonymous donor,Spaghetti Rings Pasta,23,0
2945,6/22/2024,Individual Donor,Pasta,45,0
2946,6/23/2024,Community Center,Toilet Paper,13,0
2947,6/23/2024,Anonymous donor,Pasta,23,0
2948,6/23/2024,Individual Donor,Juice Boxes,43,0
2949,6/28/2024,University Club,Laundry Detergent,43,0
2950,6/28/2024,Local Grocery,Applesauce (ind),38,0
2951,6/29/2024,HAFB,Juice Boxes,56,0
2952,6/29/2024,HAFB,Granola Bars,23,0
2953,6/29/2024,University Club,Peanut Butter Crackers,144,0
2954,6/29/2024,Local Grocery,Rice,40,0
2955,7/1/2024,University Club,Cereal,64,0
