S.n,Visit Date,Consumer ID,Student Name,Item Taken,Quantity Taken
2626,7/7/2023,C150,N/A,Fruit,6
2627,7/8/2023,C014,N/A,Yams,13
2628,7/8/2023,C129,N/A,Index Cards,1
2629,7/8/2023,C145,N/A,Water,7
2630,7/9/2023,C040,N/A,,4
2631,7/9/2023,C040,N/A,Highlighters,10
2632,7/9/2023,C062,N/A,Light Red Kidney Beans,8
2633,7/9/2023,C062,N/A,Oil,9
2634,7/9/2023,C075,N/A,Black Beans,5
2635,7/9/2023,C150,N/A,Cheese Crackers,1
2636,7/10/2023,C026,N/A,Juice Boxes,9
2637,7/10/2023,C055,N/A,Tamales,3
2638,7/10/2023,C071,N/A,Applesauce (ind),12
2639,7/10/2023,C095,N/A,Leafy Greens,14
2640,7/10/2023,C103,N/A,Juice Boxes,6
2641,7/10/2023,C109,N/A,Brush/comb,4
2642,7/10/2023,C109,N/A,Black-Eyed Peas,2
2643,7/10/2023,C120,N/A,Tuna,4
2644,7/11/2023,C003,N/A,Bar Soap,10
2645,7/11/2023,C106,N/A,Black Beans,10
2646,7/12/2023,C002,N/A,Onion Salad Topping,7
2647,7/12/2023,C063,N/A,Seasonings,15
2648,7/12/2023,C064,N/A,Chowder,10
2649,7/12/2023,C067,N/A,Almond Bark,10
2650,7/12/2023,C071,N/A,Pineapple,10
2651,7/12/2023,C094,N/A,Deodorant,4
2652,7/12/2023,C115,N/A,Washcloth,1
2653,7/13/2023,C012,N/A,Brush/comb,9
2654,7/13/2023,C017,N/A,Rice Crisps,6
2655,7/13/2023,C028,N/A,Sparkling Water,2
2656,7/13/2023,C095,N/A,Chicken broth,6
2657,7/13/2023,C115,N/A,Seasonings,8
2658,7/13/2023,C123,N/A,Corn,9
2659,7/14/2023,C079,N/A,Black-Eyed Peas,8
2660,7/15/2023,C078,N/A,Tide Pods,5
2661,7/15/2023,C127,N/A,"Laundry Detergent, Softener, Scent Booster",12
2662,7/16/2023,C006,N/A,Deviled Ham,14
2663,7/16/2023,C008,N/A,Rice Crisps,14
2664,7/16/2023,C011,N/A,Triple Succotash,5
2665,7/16/2023,C016,N/A,Clipboard,2
2666,7/16/2023,C043,N/A,Fruit Cocktail,9
2667,7/16/2023,C046,N/A,Index Cards,2
2668,7/16/2023,C054,N/A,Scent Booster,4
2669,7/16/2023,C115,N/A,Diced Tomatoes,9
2670,7/16/2023,C141,N/A,cough drops,7
2671,7/17/2023,C033,N/A,Green Beans,7
2672,7/17/2023,C108,N/A,Red Beans,14
2673,7/17/2023,C133,N/A,Granola / Snack Bars,9
2674,7/18/2023,C023,N/A,Chicken Stock,2
2675,7/18/2023,C035,N/A,Scent Booster,9
2676,7/18/2023,C102,N/A,Tortilla Soup,2
2677,7/18/2023,C150,N/A,Bean with Bacon Soup,15
2678,7/19/2023,C029,N/A,Oil,1
2679,7/19/2023,C048,N/A,Shaving Cream / Gel,15
2680,7/19/2023,C054,N/A,Popcorn,9
2681,7/19/2023,C146,N/A,Cereal (ind),1
2682,7/20/2023,C040,N/A,Mac and Cheese,4
2683,7/20/2023,C044,N/A,Toothbrushes,2
2684,7/20/2023,C055,N/A,Cream Corn,11
2685,7/20/2023,C134,N/A,Pancake and Waffle mix,3
2686,7/21/2023,C104,N/A,Vienna Sausages,7
2687,7/21/2023,C106,N/A,Olives,3
2688,7/21/2023,C145,N/A,Deviled Ham,11
2689,7/22/2023,C017,N/A,Syrup,3
2690,7/22/2023,C076,N/A,Black-Eyed Peas,3
2691,7/22/2023,C086,N/A,Bodywash,3
2692,7/22/2023,C127,N/A,Sweet peas,13
2693,7/23/2023,C016,N/A,PopTarts,7
2694,7/23/2023,C083,N/A,Oil,7
2695,7/23/2023,C084,N/A,Spaghetti Rings Pasta,6
2696,7/23/2023,C102,N/A,Pasta in Tomato and Cheese Sauce,13
2697,7/23/2023,C148,N/A,Index Cards,4
2698,7/24/2023,C011,N/A,Sweet Potatoes,13
2699,7/24/2023,C033,N/A,Sheet mask,8
2700,7/24/2023,C070,N/A,Baked Beans,14
2701,7/24/2023,C095,N/A,Chili with no beans,5
2702,7/24/2023,C135,N/A,Diced Tomatoes,10
2703,7/25/2023,C017,N/A,Toothbrush and Toothpaste Pack,10
2704,7/25/2023,C036,N/A,Tortilla Soup,7
2705,7/25/2023,C119,N/A,Sheet mask,10
2706,7/26/2023,C074,N/A,Mayo,3
2707,7/26/2023,C145,N/A,Hand wipes,8
2708,7/27/2023,C003,N/A,Pastry,11
2709,7/27/2023,C014,N/A,Coffee,13
2710,7/27/2023,C057,N/A,Canned Applesauce,4
2711,7/27/2023,C095,N/A,Leafy Greens,2
2712,7/27/2023,C119,N/A,Chocolate Syrup,6
2713,7/27/2023,C127,N/A,Chicken broth,1
2714,7/27/2023,C138,N/A,Feminine Products (Pads),6
2715,7/28/2023,C063,N/A,Pickles,12
2716,7/28/2023,C074,N/A,Fruit / Cereal / Breakfast Bar,5
2717,7/28/2023,C094,N/A,Ramen,10
2718,7/28/2023,C105,N/A,Toothbrushes,14
2719,7/28/2023,C125,N/A,Corn,11
2720,7/28/2023,C139,N/A,Dividers,14
2721,7/29/2023,C008,N/A,Diced Tomatoes,7
2722,7/29/2023,C045,N/A,Carrots,12
2723,7/29/2023,C087,N/A,Laundry Detergent,9
2724,7/29/2023,C139,N/A,Peanut Butter,6
2725,7/30/2023,C025,N/A,Rice Roni,5
2726,7/30/2023,C030,N/A,Hand sanitizer,7
2727,7/30/2023,C034,N/A,Stuffing Mix,6
2728,7/30/2023,C041,N/A,Canned Applesauce,9
2729,7/30/2023,C100,N/A,Tea,15
2730,7/31/2023,C031,N/A,Hamburger Helper/Boxed Dinners,9
2731,7/31/2023,C082,N/A,Alfredo,8
2732,7/31/2023,C094,N/A,Sweet peas,6
2733,7/31/2023,C105,N/A,Cranberry Sauce,4
2734,8/1/2023,C008,N/A,Binders,1
2735,8/1/2023,C141,N/A,Mac and Cheese,7
2736,8/1/2023,C144,N/A,Soy Sauce,9
2737,8/1/2023,C145,N/A,Bodywash,9
2738,8/2/2023,C023,N/A,Highlighters,3
2739,8/2/2023,C048,N/A,Water,8
2740,8/2/2023,C051,N/A,Chowder,7
2741,8/2/2023,C071,N/A,Navy Beans,13
2742,8/3/2023,C040,N/A,Chili with no beans,7
2743,8/3/2023,C053,N/A,Mouthwash,11
2744,8/3/2023,C107,N/A,Oil,7
2745,8/4/2023,C003,N/A,Clipboard,7
2746,8/4/2023,C013,N/A,Pasta Sauce,14
2747,8/4/2023,C051,N/A,Dental Floss,5
2748,8/5/2023,C017,N/A,Paper,2
2749,8/5/2023,C116,N/A,Canned Vegetables,9
2750,8/5/2023,C123,N/A,Shampoo,13
2751,8/6/2023,C071,N/A,Gumbo,5
2752,8/6/2023,C090,N/A,Asparagus,7
2753,8/6/2023,C097,N/A,Vegetable Soup,6
2754,8/6/2023,C150,N/A,Hominy,10
2755,8/7/2023,C013,N/A,Mixed Vegetables,14
2756,8/7/2023,C112,N/A,Cornbread & Muffin Mix,13
2757,8/8/2023,C008,N/A,Socks,3
2758,8/8/2023,C050,N/A,Tamales,5
2759,8/8/2023,C075,N/A,Butter Beans,5
2760,8/9/2023,C003,N/A,Canned Oranges,9
2761,8/9/2023,C110,N/A,Toilet Paper,3
2762,8/9/2023,C143,N/A,Cake,10
2763,8/9/2023,C143,N/A,Fruit cup,1
2764,8/10/2023,C005,N/A,Toilet Paper,4
2765,8/10/2023,C035,N/A,Shaving Cream / Gel,15
2766,8/10/2023,C065,N/A,Refried Beans,5
2767,8/11/2023,C053,N/A,Northern Beans,8
2768,8/11/2023,C060,N/A,ABC Soup,14
2769,8/11/2023,C098,N/A,Pear Halves,3
2770,8/11/2023,C103,N/A,Yams,4
2771,8/11/2023,C114,N/A,Almond Bark,7
2772,8/12/2023,C083,N/A,Chicken and Sausage,7
2773,8/12/2023,C093,N/A,Paper,8
2774,8/13/2023,C043,N/A,Chicken and Dumplings,7
2775,8/13/2023,C068,N/A,Corn Muffin,15
2776,8/13/2023,C100,N/A,Grits (can/package),1
2777,8/13/2023,C113,N/A,Ravioli,3
2778,8/13/2023,C118,N/A,Santa Fe style chicken soup,10
2779,8/13/2023,C148,N/A,Page-protector,3
2780,8/14/2023,C032,N/A,Spam,11
2781,8/14/2023,C034,N/A,Cream of Chicken,7
2782,8/14/2023,C124,N/A,Spam,1
2783,8/14/2023,C133,N/A,Mushrooms,8
2784,8/15/2023,C011,N/A,Scalloped Potatoes,3
2785,8/15/2023,C071,N/A,Tea,3
2786,8/15/2023,C072,N/A,Pinto Beans,2
2787,8/15/2023,C072,N/A,Dryer sheet,5
2788,8/15/2023,C079,N/A,Folders,2
2789,8/15/2023,C111,N/A,Pasta,3
2790,8/15/2023,C113,N/A,Salmon,15
2791,8/15/2023,C126,N/A,Hand sanitizer,2
2792,8/15/2023,C137,N/A,Light Red Kidney Beans,1
2793,8/15/2023,C138,N/A,Broccoli and Cheese,1
2794,8/16/2023,C064,N/A,Tomato Sauce,10
2795,8/16/2023,C096,N/A,Black-Eyed Peas,5
2796,8/16/2023,C117,N/A,Chicken Noodle Soup,8
2797,8/17/2023,C008,N/A,Vegetable Soup,9
2798,8/17/2023,C060,N/A,Grits (can/package),6
2799,8/17/2023,C065,N/A,"Laundry Detergent, Softener, Scent Booster",5
2800,8/17/2023,C096,N/A,Sheet mask,4
2801,8/17/2023,C097,N/A,Tamales,1
2802,8/18/2023,C010,N/A,Okra,1
2803,8/18/2023,C034,N/A,Fruit / Cereal / Breakfast Bar,2
2804,8/18/2023,C058,N/A,Nasal Spray,6
2805,8/18/2023,C086,N/A,Triple Succotash,11
2806,8/18/2023,C092,N/A,Large Bag of Chips,10
2807,8/18/2023,C092,N/A,Spaghetti Meatballs,1
2808,8/19/2023,C020,N/A,Dip,7
2809,8/19/2023,C026,N/A,Hand sanitizer,1
2810,8/19/2023,C033,N/A,Towel,10
2811,8/19/2023,C065,N/A,Pho,8
2812,8/19/2023,C081,N/A,Corn Syrup,7
2813,8/19/2023,C107,N/A,Spaghetti Rings Pasta,2
2814,8/19/2023,C118,N/A,Cream of Celery,3
2815,8/19/2023,C123,N/A,Navy Beans,12
2816,8/20/2023,C030,N/A,Chicken and Sausage,4
2817,8/20/2023,C033,N/A,Baked Beans,9
2818,8/20/2023,C044,N/A,Rice Krispies Treats,7
2819,8/20/2023,C071,N/A,Parmesan Cheese,15
2820,8/20/2023,C094,N/A,Vienna Sausages,10
2821,8/20/2023,C135,N/A,Sheet mask,10
2822,8/21/2023,C039,N/A,Deviled Ham,8
2823,8/21/2023,C043,N/A,Chowder,12
2824,8/21/2023,C051,N/A,Canned Beans,1
2825,8/21/2023,C055,N/A,Socks,7
2826,8/21/2023,C070,N/A,Chalk,10
2827,8/21/2023,C073,N/A,Canned Applesauce,5
2828,8/21/2023,C115,N/A,Sweet peas,3
2829,8/22/2023,C002,N/A,Soda,7
2830,8/22/2023,C010,N/A,Lasagna,2
2831,8/22/2023,C013,N/A,Sheet mask,10
2832,8/22/2023,C017,N/A,Feminine Products (Pads),9
2833,8/22/2023,C027,N/A,Shampoo,1
2834,8/22/2023,C054,N/A,Corn Muffin,10
2835,8/22/2023,C055,N/A,Boxed Pasta,10
2836,8/22/2023,C147,N/A,Hearts of Palm,12
2837,8/23/2023,C044,N/A,Canned Vegetables,8
2838,8/23/2023,C073,N/A,Onion Salad Topping,5
2839,8/23/2023,C104,N/A,Vienna Sausages,12
2840,8/23/2023,C111,N/A,Carrots,1
2841,8/24/2023,C001,N/A,Pencils,6
2842,8/24/2023,C061,N/A,Potato Soup,9
2843,8/24/2023,C067,N/A,Chicken in Chili Sauce,10
2844,8/24/2023,C096,N/A,Can Openers,14
2845,8/24/2023,C099,N/A,Salmon,5
2846,8/25/2023,C003,N/A,Cereal,14
2847,8/25/2023,C005,N/A,Towel,4
2848,8/25/2023,C020,N/A,Rice Krispies Treats,11
2849,8/25/2023,C026,N/A,Pancake and Waffle mix,12
2850,8/25/2023,C028,N/A,Sardines,8
2851,8/25/2023,C088,N/A,Rice Crisps,5
2852,8/25/2023,C119,N/A,Chicken Noodle Soup,7
2853,8/25/2023,C139,N/A,Coffee,2
2854,8/26/2023,C002,N/A,Softener,5
2855,8/26/2023,C019,N/A,Binders,7
2856,8/26/2023,C044,N/A,Misc.,14
2857,8/26/2023,C104,N/A,Ramen,4
2858,8/26/2023,C108,N/A,Carrots,10
2859,8/27/2023,C057,N/A,Scalloped Potatoes,5
2860,8/27/2023,C091,N/A,Socks,8
2861,8/27/2023,C092,N/A,Sugar,7
2862,8/27/2023,C111,N/A,Spam,10
2863,8/27/2023,C120,N/A,Water,11
2864,8/28/2023,C047,N/A,Cabbage,4
2865,8/28/2023,C117,N/A,Fruit Cocktail,8
2866,8/29/2023,C015,N/A,Spaghetti Rings Pasta,14
2867,8/29/2023,C065,N/A,Treat / Candy (individual),5
2868,8/29/2023,C081,N/A,Stuffing Mix,9
2869,8/29/2023,C109,N/A,Little Debbie’s,3
2870,8/29/2023,C114,N/A,Tuna,3
2871,8/29/2023,C139,N/A,Washcloth,14
2872,8/30/2023,C015,N/A,Erasers,7
2873,8/30/2023,C055,N/A,Bar Soap,1
2874,8/30/2023,C093,N/A,Measuring cups/spoons,5
2875,8/31/2023,C010,N/A,Mouse,5
2876,8/31/2023,C038,N/A,Fruit cup,8
2877,8/31/2023,C040,N/A,Perfume,6
2878,8/31/2023,C051,N/A,Bar Soap,4
2879,8/31/2023,C055,N/A,Spaghetti Meatballs,2
2880,8/31/2023,C143,N/A,Hand Soap,7
2881,9/1/2023,C007,N/A,Large Bag of Chips,13
2882,9/1/2023,C031,N/A,Dividers,14
2883,9/1/2023,C052,N/A,Bar Soap,6
2884,9/1/2023,C071,N/A,Almond Bark,6
2885,9/1/2023,C071,N/A,Chicken in Chili Sauce,9
2886,9/1/2023,C088,N/A,Chapstick,14
2887,9/2/2023,C002,N/A,Mixed Vegetables,4
2888,9/2/2023,C046,N/A,Bread Crumbs,3
2889,9/2/2023,C083,N/A,Leafy Greens,7
2890,9/3/2023,C135,N/A,Brush/comb,13
2891,9/3/2023,C139,N/A,Campus Kitchens Meals,7
2892,9/4/2023,C049,N/A,Large Bag of Chips,9
2893,9/4/2023,C060,N/A,Oatmeal,9
2894,9/4/2023,C063,N/A,Rice Krispies Treats,14
2895,9/5/2023,C014,N/A,Cornbread & Muffin Mix,4
2896,9/5/2023,C034,N/A,Chicken Stock,5
2897,9/5/2023,C048,N/A,Chocolate Syrup,5
2898,9/5/2023,C100,N/A,Folders,9
2899,9/5/2023,C113,N/A,Granola / Snack Bars,8
2900,9/5/2023,C117,N/A,Collard Greens,1
2901,9/5/2023,C126,N/A,Mushrooms,1
2902,9/6/2023,C053,N/A,Miscellaneous Hair Care,12
2903,9/6/2023,C056,N/A,Canned Potatoes,11
2904,9/6/2023,C128,N/A,Toothpaste,6
2905,9/7/2023,C034,N/A,Collard Greens,6
2906,9/7/2023,C045,N/A,Feminine Products (Pads),2
2907,9/7/2023,C058,N/A,Antibacterial wipes (skin),4
2908,9/7/2023,C062,N/A,Conditioner (leave in),13
2909,9/7/2023,C087,N/A,Rice Crisps,6
2910,9/7/2023,C110,N/A,Bean with Bacon Soup,5
2911,9/7/2023,C139,N/A,Jalapeno Peppers,6
2912,9/7/2023,C145,N/A,Expanding File,10
2913,9/8/2023,C018,N/A,Pasta,13
2914,9/8/2023,C022,N/A,Spaghetti Meatballs,5
2915,9/8/2023,C026,N/A,Spam,8
2916,9/8/2023,C033,N/A,Nail Polish,5
2917,9/8/2023,C038,N/A,Dark Red Kidney Beans,1
2918,9/8/2023,C101,N/A,Loofah,2
2919,9/8/2023,C108,N/A,Pear Halves,15
2920,9/9/2023,C005,N/A,Measuring cups/spoons,9
2921,9/9/2023,C039,N/A,Milk,6
2922,9/9/2023,C041,N/A,Facial Product,1
2923,9/9/2023,C042,N/A,CDS,2
2924,9/9/2023,C104,N/A,Expanding File,1
2925,9/9/2023,C115,N/A,Pencils,8
2926,9/10/2023,C037,N/A,Perfume,15
2927,9/10/2023,C080,N/A,Pineapple,14
2928,9/10/2023,C098,N/A,Jalapeno Peppers,9
2929,9/10/2023,C100,N/A,Mac and Cheese,1
2930,9/11/2023,C004,N/A,Chicken and Stars,10
2931,9/11/2023,C015,N/A,Hand Soap,1
2932,9/11/2023,C047,N/A,Mouse,5
2933,9/11/2023,C055,N/A,Conditioner (leave in),5
2934,9/11/2023,C120,N/A,Rice Crisps,4
2935,9/12/2023,C005,N/A,Refried Beans,3
2936,9/12/2023,C023,N/A,Toothpaste,1
2937,9/12/2023,C145,N/A,Peas,12
2938,9/13/2023,C009,N/A,Milk,7
2939,9/13/2023,C057,N/A,Loofah,15
2940,9/13/2023,C062,N/A,Contact Solution,3
2941,9/13/2023,C064,N/A,Boxed Rice,10
2942,9/13/2023,C074,N/A,Chapstick,11
2943,9/13/2023,C106,N/A,Vegetable Soup,13
2944,9/13/2023,C109,N/A,Soda,6
2945,9/13/2023,C114,N/A,Asparagus,14
2946,9/13/2023,C114,N/A,Corn,14
2947,9/13/2023,C141,N/A,Chicken Stock,1
2948,9/14/2023,C021,N/A,Pineapple,1
2949,9/14/2023,C030,N/A,Spaghetti Rings Pasta,4
2950,9/14/2023,C058,N/A,Chicken and Dumplings,2
2951,9/15/2023,C020,N/A,Misc.,11
2952,9/15/2023,C028,N/A,Gumbo,1
2953,9/15/2023,C032,N/A,Sugar,7
2954,9/15/2023,C039,N/A,Sparkling Water,4
2955,9/15/2023,C068,N/A,Salmon,12
2956,9/15/2023,C115,N/A,PopTarts,2
2957,9/15/2023,C123,N/A,Scent Booster,2
2958,9/15/2023,C132,N/A,Pear Halves,4
2959,9/16/2023,C018,N/A,Backpack,1
2960,9/16/2023,C036,N/A,Cannellini Beans,4
2961,9/16/2023,C091,N/A,panty liners,9
2962,9/16/2023,C118,N/A,Black-Eyed Peas,2
2963,9/16/2023,C133,N/A,Pho,14
2964,9/17/2023,C079,N/A,Mashed Potatoes (boxed),14
2965,9/17/2023,C100,N/A,Cream of Potato,11
2966,9/17/2023,C124,N/A,Dish Soap,4
2967,9/18/2023,C011,N/A,Gumbo,8
2968,9/18/2023,C022,N/A,Dish Soap,10
2969,9/18/2023,C023,N/A,Measuring cups/spoons,11
2970,9/18/2023,C070,N/A,Makeup remover,14
2971,9/18/2023,C096,N/A,Salt,14
2972,9/18/2023,C112,N/A,Dish Soap,5
2973,9/18/2023,C116,N/A,Makeup remover,9
2974,9/18/2023,C126,N/A,"Laundry Detergent, Softener, Scent Booster",3
2975,9/19/2023,C006,N/A,Beefaroni,5
2976,9/19/2023,C015,N/A,Tamales,9
2977,9/19/2023,C050,N/A,Sweet Potatoes,4
2978,9/19/2023,C060,N/A,Pasta in Tomato and Cheese Sauce,15
2979,9/19/2023,C069,N/A,White Beans,8
2980,9/19/2023,C091,N/A,Scent Booster,14
2981,9/19/2023,C142,N/A,Socks,3
2982,9/19/2023,C145,N/A,Salmon,14
2983,9/20/2023,C023,N/A,Peanut Butter Crackers,11
2984,9/20/2023,C048,N/A,Grits (ind),13
2985,9/20/2023,C049,N/A,Chocolate Syrup,3
2986,9/20/2023,C087,N/A,Makeup remover,3
2987,9/20/2023,C092,N/A,Makeup remover,8
2988,9/20/2023,C106,N/A,Parmesan Cheese,3
2989,9/21/2023,C008,N/A,Dressing,1
2990,9/21/2023,C050,N/A,Butter Beans,15
2991,9/21/2023,C133,N/A,Paper,10
2992,9/22/2023,C085,N/A,Nasal Spray,9
2993,9/22/2023,C097,N/A,Soy Sauce,9
2994,9/22/2023,C120,N/A,Tuna,5
2995,9/22/2023,C130,N/A,Expanding File,1
2996,9/23/2023,C028,N/A,Clipboard,5
2997,9/23/2023,C058,N/A,Paper towels,3
2998,9/23/2023,C058,N/A,Antibacterial wipes (skin),8
2999,9/23/2023,C096,N/A,Antibacterial wipes (skin),7
3000,9/23/2023,C113,N/A,Pear Halves,6
3001,9/23/2023,C145,N/A,Red Beans,9
3002,9/24/2023,C015,N/A,Squash with Onions,10
3003,9/24/2023,C016,N/A,Sparkling Water,1
3004,9/24/2023,C067,N/A,Sparkling Water,13
3005,9/24/2023,C085,N/A,Bodywash,6
3006,9/24/2023,C113,N/A,Beefaroni,3
3007,9/25/2023,C015,N/A,Paper towels,9
3008,9/25/2023,C025,N/A,Perfume,5
3009,9/25/2023,C033,N/A,Gumbo,10
3010,9/25/2023,C039,N/A,Grits (ind),6
3011,9/26/2023,C028,N/A,Makeup remover,3
3012,9/26/2023,C070,N/A,Permanent marker,3
3013,9/26/2023,C099,N/A,Treat / Candy (individual),12
3014,9/26/2023,C113,N/A,Scalloped Potatoes,1
3015,9/27/2023,C045,N/A,Feminine Products (Tampons),9
3016,9/27/2023,C046,N/A,Potato Soup,5
3017,9/27/2023,C063,N/A,Lotion,9
3018,9/27/2023,C068,N/A,Asparagus,9
3019,9/27/2023,C073,N/A,Peanut Butter,4
3020,9/27/2023,C082,N/A,Chocolate Syrup,7
3021,9/27/2023,C097,N/A,Parmesan Cheese,2
3022,9/27/2023,C098,N/A,Canned Potatoes,11
3023,9/28/2023,C009,N/A,Dip,7
3024,9/28/2023,C080,N/A,Tide Pods,1
3025,9/28/2023,C116,N/A,Potato Soup,10
3026,9/28/2023,C145,N/A,Sticky notes,1
3027,9/29/2023,C015,N/A,Toothpaste,13
3028,9/29/2023,C036,N/A,Nutri Grain Bars,10
3029,9/29/2023,C091,N/A,Almond Bark,15
3030,9/29/2023,C100,N/A,Chili with no beans,1
3031,9/29/2023,C137,N/A,Corn,2
3032,9/30/2023,C118,N/A,CDS,1
3033,10/1/2023,C044,N/A,Laundry Detergent,9
3034,10/1/2023,C055,N/A,Ramen,1
3035,10/1/2023,C067,N/A,Leafy Greens,4
3036,10/1/2023,C069,N/A,Onion,11
3037,10/1/2023,C071,N/A,Fruit cup,3
3038,10/1/2023,C082,N/A,Shaving Razor,1
3039,10/1/2023,C099,N/A,makeup wipes,8
3040,10/1/2023,C102,N/A,Spam,1
3041,10/1/2023,C129,N/A,Onion Salad Topping,9
3042,10/3/2023,C089,N/A,Canned Potatoes,7
3043,10/3/2023,C125,N/A,Hamburger Helper/Boxed Dinners,2
3044,10/3/2023,C129,N/A,Potato Soup,5
3045,10/4/2023,C074,N/A,Jalapeno Peppers,9
3046,10/4/2023,C104,N/A,Chicken and Stars,10
3047,10/5/2023,C018,N/A,Cannellini Beans,10
3048,10/5/2023,C028,N/A,Tide Pods,8
3049,10/5/2023,C051,N/A,Fruit cup,8
3050,10/5/2023,C056,N/A,ABC Soup,8
3051,10/5/2023,C063,N/A,Large Bag of Chips,7
3052,10/5/2023,C067,N/A,Peas,2
3053,10/5/2023,C091,N/A,Fruit,12
3054,10/5/2023,C119,N/A,Jalapeno Peppers,3
3055,10/6/2023,C004,N/A,Beef stew,1
3056,10/6/2023,C011,N/A,Beef stew,7
3057,10/6/2023,C011,N/A,Soy Sauce,3
3058,10/6/2023,C040,N/A,Light Red Kidney Beans,14
3059,10/6/2023,C061,N/A,Rice Roni,9
3060,10/6/2023,C070,N/A,Butter Beans,8
3061,10/6/2023,C144,N/A,Face cleanser,11
3062,10/7/2023,C035,N/A,Beets,11
3063,10/7/2023,C053,N/A,Paper,7
3064,10/7/2023,C058,N/A,Mushrooms,1
3065,10/7/2023,C110,N/A,Red Beans,11
3066,10/8/2023,C035,N/A,Sticky notes,12
3067,10/8/2023,C043,N/A,Contact Solution,11
3068,10/8/2023,C102,N/A,Sparkling Water,12
3069,10/8/2023,C118,N/A,Salmon,7
3070,10/8/2023,C150,N/A,Hand Soap,15
3071,10/9/2023,C007,N/A,Rice,8
3072,10/9/2023,C013,N/A,Sardines,10
3073,10/9/2023,C015,N/A,Dip,8
3074,10/9/2023,C026,N/A,Juice,9
3075,10/9/2023,C033,N/A,Rice Krispies Treats,11
3076,10/9/2023,C036,N/A,Mangos,8
3077,10/9/2023,C039,N/A,Scent Booster,6
3078,10/9/2023,C053,N/A,Cabbage,3
3079,10/9/2023,C065,N/A,Stuffing Mix,3
3080,10/10/2023,C007,N/A,Treat / Candy (individual),2
3081,10/10/2023,C015,N/A,Granola Bars,10
3082,10/10/2023,C028,N/A,Collard Greens,11
3083,10/10/2023,C058,N/A,Fruit Cocktail,4
3084,10/10/2023,C094,N/A,Tide Pods,10
3085,10/10/2023,C104,N/A,Hand wipes,9
3086,10/10/2023,C112,N/A,Loofah,10
3087,10/10/2023,C118,N/A,Santa Fe style chicken soup,5
3088,10/10/2023,C118,N/A,Burger and Vegetable Soup,7
3089,10/10/2023,C143,N/A,Boxed Rice,4
3090,10/11/2023,C022,N/A,Canned Oranges,10
3091,10/12/2023,C004,N/A,Pasta in Tomato and Cheese Sauce,5
3092,10/12/2023,C116,N/A,Mac and Cheese,1
3093,10/13/2023,C066,N/A,Washcloth,15
3094,10/14/2023,C013,N/A,Feminine Products (Tampons),12
3095,10/14/2023,C028,N/A,Sugar,2
3096,10/14/2023,C035,N/A,Peaches,4
3097,10/14/2023,C037,N/A,Toothpaste,14
3098,10/14/2023,C095,N/A,Nail Polish,9
3099,10/14/2023,C117,N/A,Grits (can/package),2
3100,10/14/2023,C147,N/A,Olives,10
3101,10/15/2023,C109,N/A,Cream of Mushroom,13
3102,10/16/2023,C020,N/A,Q-tips,1
3103,10/16/2023,C043,N/A,Cream of Celery,5
3104,10/16/2023,C053,N/A,Sweet peas,1
3105,10/17/2023,C016,N/A,Conditioner (leave in),4
3106,10/17/2023,C104,N/A,Deviled Ham,8
3107,10/17/2023,C150,N/A,Face tissue,3
3108,10/18/2023,C005,N/A,Popcorn,3
3109,10/18/2023,C040,N/A,Large Bag of Chips,2
3110,10/18/2023,C042,N/A,Fruit Cocktail,12
3111,10/18/2023,C104,N/A,cough drops,7
3112,10/18/2023,C111,N/A,Hearts of Palm,3
3113,10/18/2023,C132,N/A,Chunk Chicken Breast,6
3114,10/19/2023,C033,N/A,Onion Salad Topping,7
3115,10/19/2023,C133,N/A,Sheet mask,9
3116,10/19/2023,C139,N/A,Sugar,1
3117,10/20/2023,C088,N/A,Fruit cup,4
3118,10/20/2023,C100,N/A,Chicken and Sausage,6
3119,10/20/2023,C123,N/A,Spaghetti Meatballs,12
3120,10/21/2023,C035,N/A,Rice Krispies Treats,14
3121,10/21/2023,C150,N/A,Chicken broth,12
3122,10/22/2023,C025,N/A,Soy Sauce,4
3123,10/22/2023,C049,N/A,Chicken Noodle Soup,2
3124,10/22/2023,C052,N/A,Q-tips,11
3125,10/22/2023,C054,N/A,Pasta in Tomato and Cheese Sauce,3
3126,10/22/2023,C066,N/A,Cream of Celery,14
3127,10/22/2023,C109,N/A,Conditioner (leave in),13
3128,10/22/2023,C110,N/A,Face tissue,7
3129,10/22/2023,C111,N/A,Paper towels,2
3130,10/23/2023,C104,N/A,Popcorn,2
3131,10/23/2023,C138,N/A,Hearts of Palm,3
3132,10/24/2023,C052,N/A,Hamburger Helper/Boxed Dinners,10
3133,10/24/2023,C095,N/A,Mouse,3
3134,10/24/2023,C107,N/A,Refried Beans,2
3135,10/24/2023,C110,N/A,Clipboard,15
3136,10/25/2023,C073,N/A,Jelly,9
3137,10/25/2023,C082,N/A,Red Beans,2
3138,10/25/2023,C133,N/A,Vegetable and Beef Soup,12
3139,10/26/2023,C025,N/A,Cotton Product,10
3140,10/26/2023,C049,N/A,Scalloped Potatoes,2
3141,10/26/2023,C067,N/A,Tamales,7
3142,10/26/2023,C109,N/A,Northern Beans,7
3143,10/26/2023,C111,N/A,Black Beans,13
3144,10/26/2023,C145,N/A,Water,8
3145,10/27/2023,C043,N/A,Miscellaneous Hair Care,14
3146,10/27/2023,C112,N/A,Cheese Crackers,4
3147,10/27/2023,C129,N/A,Alfredo,5
